transform_id,mse_total,mae_total,mse_x,mse_y,mse_z,mae_x,mae_y,mae_z
0,1.0000000000000002,0.8415784964957161,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.8577323111911352,0.8431770568805883,0.8238261214154248
1,1.0,0.8459551436431824,0.9999999999999999,0.9999999999999999,0.9999999999999997,0.8767068547746761,0.8126578390564729,0.8485007370983976
2,1.0000000000000002,0.9177719310899158,1.0000000000000004,1.0,1.0000000000000002,0.8857641146791109,0.9892396251738507,0.8783120534167858
